user_id,gender,gender_label,age_group,age_label,time_taken_sec,pref_childhood,region_childhood,region_childhood_label,eastwest_childhood,eastwest_childhood_label,pref_current,region_current,region_current_label,eastwest_current,eastwest_current_label,moved
887,1,female,2,30-39,389,35,8,Shikoku,1,Western_Japan,35,8,Shikoku,1,Western_Japan,0
888,0,male,3,40-49,631,10,3,Kanto_Shizuoka,0,Eastern_Japan,10,3,Kanto_Shizuoka,0,Eastern_Japan,0
889,1,female,3,40-49,555,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
890,1,female,1,20-29,237,39,9,Kyushu,1,Western_Japan,39,9,Kyushu,1,Western_Japan,0
891,1,female,2,30-39,183,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
892,1,female,2,30-39,297,31,7,Chugoku,1,Western_Japan,18,5,Chukyo,0,Eastern_Japan,1
893,0,male,4,50-59,340,13,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
894,1,female,1,20-29,280,14,3,Kanto_Shizuoka,0,Eastern_Japan,1,1,Tohoku,0,Eastern_Japan,1
895,1,female,2,30-39,374,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
896,0,male,3,40-49,320,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
897,1,female,1,20-29,269,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
898,0,male,1,20-29,241,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
899,1,female,2,30-39,310,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
900,0,male,4,50-59,228,24,5,Chukyo,0,Eastern_Japan,24,5,Chukyo,0,Eastern_Japan,0
901,1,female,2,30-39,391,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
902,1,female,1,20-29,303,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
903,1,female,1,20-29,183,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
904,1,female,2,30-39,531,24,5,Chukyo,0,Eastern_Japan,25,6,Kinki,1,Western_Japan,1
905,1,female,2,30-39,332,42,9,Kyushu,1,Western_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
906,0,male,1,20-29,284,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
907,1,female,3,40-49,215,11,3,Kanto_Shizuoka,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,1
908,1,female,1,20-29,192,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
909,1,female,2,30-39,233,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
910,0,male,3,40-49,206,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
911,0,male,2,30-39,174,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
912,1,female,1,20-29,314,16,3,Kanto_Shizuoka,0,Eastern_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,0
913,1,female,2,30-39,838,39,9,Kyushu,1,Western_Japan,18,5,Chukyo,0,Eastern_Japan,1
914,0,male,2,30-39,346,14,3,Kanto_Shizuoka,0,Eastern_Japan,27,6,Kinki,1,Western_Japan,1
915,1,female,2,30-39,368,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
916,0,male,3,40-49,282,25,6,Kinki,1,Western_Japan,25,6,Kinki,1,Western_Japan,0
917,1,female,2,30-39,706,11,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,0
918,0,male,3,40-49,428,26,6,Kinki,1,Western_Japan,25,6,Kinki,1,Western_Japan,1
919,0,male,4,50-59,294,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
920,1,female,1,20-29,452,18,5,Chukyo,0,Eastern_Japan,26,6,Kinki,1,Western_Japan,1
921,0,male,2,30-39,415,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
922,0,male,3,40-49,253,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
923,0,male,2,30-39,228,1,1,Tohoku,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
924,0,male,4,50-59,350,29,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,1
925,0,male,3,40-49,249,13,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
926,0,male,2,30-39,419,45,9,Kyushu,1,Western_Japan,25,6,Kinki,1,Western_Japan,1
927,1,female,1,20-29,264,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
928,0,male,3,40-49,229,16,3,Kanto_Shizuoka,0,Eastern_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,0
929,0,male,1,20-29,385,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
930,0,male,3,40-49,566,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
931,0,male,3,40-49,519,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
932,1,female,2,30-39,176,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
933,1,female,2,30-39,444,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
934,0,male,2,30-39,275,25,6,Kinki,1,Western_Japan,25,6,Kinki,1,Western_Japan,0
935,0,male,3,40-49,296,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
936,1,female,1,20-29,322,8,3,Kanto_Shizuoka,0,Eastern_Japan,8,3,Kanto_Shizuoka,0,Eastern_Japan,0
937,0,male,3,40-49,310,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
938,1,female,1,20-29,221,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
939,0,male,2,30-39,210,6,1,Tohoku,0,Eastern_Japan,6,1,Tohoku,0,Eastern_Japan,0
940,1,female,4,50-59,304,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
941,1,female,1,20-29,230,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
942,0,male,2,30-39,191,6,1,Tohoku,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
943,1,female,2,30-39,233,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
944,1,female,2,30-39,271,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
945,1,female,1,20-29,355,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
946,1,female,2,30-39,207,26,6,Kinki,1,Western_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
947,0,male,2,30-39,322,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
948,1,female,1,20-29,215,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
949,1,female,1,20-29,274,39,9,Kyushu,1,Western_Japan,39,9,Kyushu,1,Western_Japan,0
950,0,male,2,30-39,246,16,3,Kanto_Shizuoka,0,Eastern_Japan,31,7,Chugoku,1,Western_Japan,1
951,1,female,1,20-29,311,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
952,1,female,2,30-39,287,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
953,0,male,2,30-39,235,5,1,Tohoku,0,Eastern_Japan,5,1,Tohoku,0,Eastern_Japan,0
954,0,male,2,30-39,290,13,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
955,0,male,1,20-29,225,39,9,Kyushu,1,Western_Japan,39,9,Kyushu,1,Western_Japan,0
956,1,female,2,30-39,533,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
957,0,male,2,30-39,260,39,9,Kyushu,1,Western_Japan,26,6,Kinki,1,Western_Japan,1
958,1,female,1,20-29,344,34,7,Chugoku,1,Western_Japan,34,7,Chugoku,1,Western_Japan,0
959,0,male,3,40-49,353,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
960,0,male,0,15-19,202,4,1,Tohoku,0,Eastern_Japan,4,1,Tohoku,0,Eastern_Japan,0
961,1,female,0,15-19,325,20,2,Hokuriku,0,Eastern_Japan,20,2,Hokuriku,0,Eastern_Japan,0
962,0,male,2,30-39,642,8,3,Kanto_Shizuoka,0,Eastern_Japan,8,3,Kanto_Shizuoka,0,Eastern_Japan,0
963,1,female,1,20-29,196,26,6,Kinki,1,Western_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
964,1,female,2,30-39,425,13,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
965,0,male,3,40-49,384,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
966,1,female,1,20-29,193,18,5,Chukyo,0,Eastern_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,1
967,0,male,1,20-29,295,0,0,Hokkaido,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
968,1,female,2,30-39,289,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
969,0,male,5,60+,359,13,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
970,0,male,1,20-29,225,8,3,Kanto_Shizuoka,0,Eastern_Japan,8,3,Kanto_Shizuoka,0,Eastern_Japan,0
971,1,female,1,20-29,220,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
972,0,male,4,50-59,324,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
973,1,female,1,20-29,214,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
974,0,male,3,40-49,434,16,3,Kanto_Shizuoka,0,Eastern_Japan,26,6,Kinki,1,Western_Japan,1
975,0,male,2,30-39,238,22,2,Hokuriku,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
976,1,female,2,30-39,339,29,6,Kinki,1,Western_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
977,1,female,2,30-39,382,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
978,0,male,1,20-29,208,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
979,0,male,3,40-49,358,39,9,Kyushu,1,Western_Japan,31,7,Chugoku,1,Western_Japan,1
980,0,male,2,30-39,298,14,3,Kanto_Shizuoka,0,Eastern_Japan,8,3,Kanto_Shizuoka,0,Eastern_Japan,1
981,0,male,4,50-59,338,34,7,Chugoku,1,Western_Japan,31,7,Chugoku,1,Western_Japan,1
982,1,female,1,20-29,384,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
983,0,male,2,30-39,223,13,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
984,1,female,3,40-49,210,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
985,0,male,3,40-49,369,15,4,Nagano_Yamanashi,0,Eastern_Japan,8,3,Kanto_Shizuoka,0,Eastern_Japan,1
986,1,female,2,30-39,302,30,7,Chugoku,1,Western_Japan,30,7,Chugoku,1,Western_Japan,0
987,0,male,2,30-39,234,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
988,0,male,3,40-49,209,28,6,Kinki,1,Western_Japan,36,8,Shikoku,1,Western_Japan,1
989,0,male,2,30-39,558,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
990,1,female,1,20-29,280,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
991,1,female,0,15-19,382,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
992,0,male,0,15-19,250,29,6,Kinki,1,Western_Japan,25,6,Kinki,1,Western_Japan,1
993,1,female,1,20-29,267,37,8,Shikoku,1,Western_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
994,0,male,3,40-49,229,17,4,Nagano_Yamanashi,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
995,0,male,2,30-39,309,6,1,Tohoku,0,Eastern_Japan,6,1,Tohoku,0,Eastern_Japan,0
996,1,female,2,30-39,188,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
997,1,female,2,30-39,278,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
998,1,female,1,20-29,215,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
999,1,female,3,40-49,472,45,9,Kyushu,1,Western_Japan,31,7,Chugoku,1,Western_Japan,1
1000,1,female,2,30-39,220,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
1001,0,male,0,15-19,258,34,7,Chugoku,1,Western_Japan,34,7,Chugoku,1,Western_Japan,0
1002,0,male,2,30-39,392,12,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1003,1,female,2,30-39,276,14,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
1004,1,female,3,40-49,388,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1005,0,male,3,40-49,482,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
1006,1,female,0,15-19,243,16,3,Kanto_Shizuoka,0,Eastern_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,0
1007,1,female,1,20-29,229,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1008,1,female,4,50-59,180,31,7,Chugoku,1,Western_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
1009,1,female,2,30-39,493,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1010,1,female,4,50-59,364,44,9,Kyushu,1,Western_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1011,1,female,2,30-39,683,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1012,0,male,2,30-39,186,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1013,1,female,1,20-29,473,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1014,0,male,2,30-39,325,26,6,Kinki,1,Western_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,1
1015,0,male,2,30-39,364,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
1016,1,female,1,20-29,180,20,2,Hokuriku,0,Eastern_Japan,20,2,Hokuriku,0,Eastern_Japan,0
1017,1,female,0,15-19,206,19,5,Chukyo,0,Eastern_Japan,19,5,Chukyo,0,Eastern_Japan,0
1018,0,male,2,30-39,212,6,1,Tohoku,0,Eastern_Japan,7,2,Hokuriku,0,Eastern_Japan,1
1019,1,female,1,20-29,220,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
1020,1,female,2,30-39,394,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1021,0,male,4,50-59,384,17,4,Nagano_Yamanashi,0,Eastern_Japan,17,4,Nagano_Yamanashi,0,Eastern_Japan,0
1022,0,male,2,30-39,264,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1023,1,female,1,20-29,364,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
1024,1,female,3,40-49,401,44,9,Kyushu,1,Western_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,1
1025,1,female,2,30-39,374,26,6,Kinki,1,Western_Japan,23,6,Kinki,1,Western_Japan,1
1026,0,male,3,40-49,508,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1027,0,male,4,50-59,367,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1028,0,male,3,40-49,291,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1029,0,male,3,40-49,222,3,1,Tohoku,0,Eastern_Japan,3,1,Tohoku,0,Eastern_Japan,0
1030,0,male,2,30-39,242,31,7,Chugoku,1,Western_Japan,31,7,Chugoku,1,Western_Japan,0
1031,0,male,3,40-49,289,20,2,Hokuriku,0,Eastern_Japan,20,2,Hokuriku,0,Eastern_Japan,0
1032,0,male,2,30-39,231,18,5,Chukyo,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
1033,0,male,1,20-29,212,24,5,Chukyo,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1034,1,female,2,30-39,347,12,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1035,1,female,3,40-49,352,16,3,Kanto_Shizuoka,0,Eastern_Japan,16,3,Kanto_Shizuoka,0,Eastern_Japan,0
1036,0,male,0,15-19,367,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1037,0,male,2,30-39,234,18,5,Chukyo,0,Eastern_Japan,19,5,Chukyo,0,Eastern_Japan,1
1038,1,female,1,20-29,250,1,1,Tohoku,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1039,1,female,1,20-29,283,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1040,1,female,0,15-19,235,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1041,0,male,2,30-39,432,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1042,0,male,2,30-39,289,14,3,Kanto_Shizuoka,0,Eastern_Japan,5,1,Tohoku,0,Eastern_Japan,1
1043,1,female,2,30-39,184,26,6,Kinki,1,Western_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
1044,1,female,2,30-39,250,6,1,Tohoku,0,Eastern_Japan,6,1,Tohoku,0,Eastern_Japan,0
1045,1,female,1,20-29,206,39,9,Kyushu,1,Western_Japan,0,0,Hokkaido,0,Eastern_Japan,1
1046,1,female,0,15-19,289,7,2,Hokuriku,0,Eastern_Japan,7,2,Hokuriku,0,Eastern_Japan,0
1047,0,male,4,50-59,253,17,4,Nagano_Yamanashi,0,Eastern_Japan,17,4,Nagano_Yamanashi,0,Eastern_Japan,0
1048,1,female,2,30-39,382,11,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,0
1049,0,male,4,50-59,229,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1050,0,male,2,30-39,237,16,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
1051,0,male,5,60+,393,39,9,Kyushu,1,Western_Japan,39,9,Kyushu,1,Western_Japan,0
1052,0,male,2,30-39,338,3,1,Tohoku,0,Eastern_Japan,3,1,Tohoku,0,Eastern_Japan,0
1053,0,male,2,30-39,214,8,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
1054,1,female,1,20-29,234,3,1,Tohoku,0,Eastern_Japan,3,1,Tohoku,0,Eastern_Japan,0
1055,1,female,2,30-39,174,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
1056,1,female,2,30-39,220,29,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,1
1057,1,female,0,15-19,237,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1058,1,female,1,20-29,395,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
1059,1,female,2,30-39,219,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
1060,0,male,1,20-29,220,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
1061,1,female,2,30-39,325,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1062,0,male,1,20-29,255,10,3,Kanto_Shizuoka,0,Eastern_Japan,10,3,Kanto_Shizuoka,0,Eastern_Japan,0
1063,1,female,1,20-29,265,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
1064,0,male,3,40-49,458,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1065,0,male,2,30-39,362,29,6,Kinki,1,Western_Japan,36,8,Shikoku,1,Western_Japan,1
1066,1,female,2,30-39,206,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
1067,0,male,3,40-49,278,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1068,0,male,1,20-29,269,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
1069,1,female,2,30-39,388,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
1070,0,male,4,50-59,314,13,3,Kanto_Shizuoka,0,Eastern_Japan,4,1,Tohoku,0,Eastern_Japan,1
1071,0,male,2,30-39,232,21,2,Hokuriku,0,Eastern_Japan,21,2,Hokuriku,0,Eastern_Japan,0
1072,1,female,3,40-49,411,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
1073,1,female,1,20-29,201,35,8,Shikoku,1,Western_Japan,35,8,Shikoku,1,Western_Japan,0
1074,0,male,1,20-29,366,34,7,Chugoku,1,Western_Japan,34,7,Chugoku,1,Western_Japan,0
1075,0,male,1,20-29,344,11,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,0
1076,0,male,2,30-39,327,13,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1077,1,female,2,30-39,332,11,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,0
1078,1,female,2,30-39,244,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1079,1,female,1,20-29,297,34,7,Chugoku,1,Western_Japan,23,6,Kinki,1,Western_Japan,1
1080,1,female,4,50-59,233,26,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,1
1081,1,female,3,40-49,256,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
1082,0,male,2,30-39,293,13,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,0
1083,0,male,3,40-49,386,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
1084,1,female,2,30-39,245,8,3,Kanto_Shizuoka,0,Eastern_Japan,13,3,Kanto_Shizuoka,0,Eastern_Japan,1
1085,1,female,2,30-39,270,17,4,Nagano_Yamanashi,0,Eastern_Japan,17,4,Nagano_Yamanashi,0,Eastern_Japan,0
1086,0,male,2,30-39,314,11,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,0
1087,0,male,2,30-39,669,13,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,1
1088,0,male,2,30-39,260,7,2,Hokuriku,0,Eastern_Japan,7,2,Hokuriku,0,Eastern_Japan,0
1089,0,male,1,20-29,399,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1090,1,female,2,30-39,264,14,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
1091,0,male,1,20-29,262,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1092,0,male,3,40-49,267,11,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,1
1093,0,male,3,40-49,297,19,5,Chukyo,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,1
1094,1,female,2,30-39,307,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1095,1,female,2,30-39,216,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
1096,1,female,1,20-29,196,11,3,Kanto_Shizuoka,0,Eastern_Japan,11,3,Kanto_Shizuoka,0,Eastern_Japan,0
1097,1,female,2,30-39,216,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
1098,1,female,2,30-39,366,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
1099,1,female,2,30-39,272,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
1100,1,female,2,30-39,221,29,6,Kinki,1,Western_Japan,29,6,Kinki,1,Western_Japan,0
1101,1,female,3,40-49,271,14,3,Kanto_Shizuoka,0,Eastern_Japan,14,3,Kanto_Shizuoka,0,Eastern_Japan,0
1102,1,female,2,30-39,322,0,0,Hokkaido,0,Eastern_Japan,0,0,Hokkaido,0,Eastern_Japan,0
1103,0,male,1,20-29,213,30,7,Chugoku,1,Western_Japan,30,7,Chugoku,1,Western_Japan,0
1104,1,female,1,20-29,291,33,7,Chugoku,1,Western_Japan,18,5,Chukyo,0,Eastern_Japan,1
1105,0,male,2,30-39,239,4,1,Tohoku,0,Eastern_Japan,6,1,Tohoku,0,Eastern_Japan,1
1106,1,female,1,20-29,435,18,5,Chukyo,0,Eastern_Japan,18,5,Chukyo,0,Eastern_Japan,0
1107,1,female,0,15-19,256,12,3,Kanto_Shizuoka,0,Eastern_Japan,12,3,Kanto_Shizuoka,0,Eastern_Japan,0
1108,1,female,2,30-39,355,26,6,Kinki,1,Western_Japan,26,6,Kinki,1,Western_Japan,0
